abandon,abondon
margin,margain,margen,margine
marked,maked
marketing,marketting
marriage,marrage,marraige
married,marryied
marry,marrie,mary
marshal,marshall
marvel,marval
marvellous,marvelous,movaless
marvelous,marvalous,marvellous
masculine,masculin
mashed,mash
mask,masked,mast
masks,maks
mass,mas
mass_media,massmedia
Massachusetts,Massachussets,Massachussetts
master,mater
masterpiece,masterpice
mat,mate,nat
matador,materdoor
match,mach
matchboxes,match_boxes
matches,maches
mate,mat
material,matariel,materiel,matieral
materially,maiteraly,maritialy,martercle,martially,martirilly
mates,mattes
mathematically,mathematicaly
mathematician,mathmatician
mathematicians,matheticians,mathmaticians
mathematics,mathamatics
maths,math,mathe's,mather,mathes,
matrix,matriiix
mats,mates
matter,mater,mather,matr
mattress,matress,mattres
maudlin,mauldin
maximum,maxium
may,many,nay
maybe,mabe,may_be
Mayfield,Mayfeild
mayor,mayer
maypole,may_pole
meadow,medow
meal,mel,mell
mean,meen
means,maenas,meens,mens
meant,ment
meantime,mentime
meanwhile,meanwile
measure,mesure
measured,mesured
meat,meet
mechanic,macanic
mechanical,machanical
medal,medel,medle
media,midia
mediaeval,medeival
medical,medical
medicine,medacine
medieval,medeival
Mediterranean,Mediteranean
medium,mediam,medmen
meet,meat,met,mete
meeting,meating,meetin,meetting
megabytes,egabytes
melancholy,belloncoly,malaclony,malencholy,malencolly,malloncolly
melon,mellon
melt,malt
member,memeber
members,menbers
memento,momento
memorable,memerable,memeroal
memorandum,emarrandom,mamradan,manobrandom,manorandum,memandum
memories,mamrioes,marysis,mearise,mearsise,meherey
memory,meory
men,man,mon
mended,meted
mentally,mentaley
mentioned,maintioned
mercenary,mercanery
merchandise,merchandize
merchant,merchent
merchantmen,merchantment
mere,mear
merely,mearly,merly
merit,merrit
merry,marry
mess,mes
message,mesage
messed,mest
messenger,messanger
met,mat
metal,metel,metle
metallic,metalic
metallurgic,metalurgic
metallurgical,metalurgical
metallurgy,metalurgy
metamorphosis,metamorphysis
metaphysical,pataphysical
meteorological,meterological
method,methed
meths-powered,meths_powered
metropolitan,metropolitian
mice,mise
Michigan,Michagan
micrometers,me
microscopic,mircroscopic
middle,middal,midle
middle-aged,middle_age
midnight,midnigth
midst,mist
midwives,midwifes
might,maiht,mit,mite,my,
mighty,mitey,mitty,mity
mike,mic
mild,miled
mile,mill
miles,mills,mils,mllyall
milieu,mileau,mileu
military,millitary
milk,mike,milke
mill,mil,nill
millennium,milennium,millenium
millinery,millinary
million,millon
millionaire,million_air,million_ear,millionere,millionnaire,
millions,milons
millipede,millepede
mind,mide,minde,mined
mine,min,mind,my
miniature,minature
miniaturized,minaturised
minimum,minum
mining,minning
minister,minester,minster
ministry,ministery
minuscule,miniscule
minute,minit,minite,miniute,minuet,
minutes,minits,minuets,minuites,minuts,muinets
miracle,miricle
Miranda,meranda
mirror,mirrow
miscellaneous,miscelaneous,miscellanious,miscellanous
mischief,mischeif
mischievous,mischeivous,mischevious,mischievious
misdemeanor,misdameanor,misdemenor
misdemeanors,misdameanors,misdemenors
misdemeanour,misdameanor,misdemenor
misdemeanours,misdameanors,misdemenors
miserable,misarable,misrable
misery,misary,misoury,missery
misleading,missleading
misogynist,mysogynist
misogyny,mysogyny
Miss,mis
miss,mess,mis,mrs
missed,mist
missel,missle
missile,misile,missle
Mississippi,Missisipi,Missisippi
Missouri,Misouri
misspelling,mispelling
mist,missed,mu
mistake,misstake
mistaken,misstaken,mistaki
mistletoe,mistlitoe
mistress,misstress
mix,mics,miks
mixed,milxed,mix,mixpet,mixt,
mizzen,missen
moan,moen,moin
moaning,moning
moccasins,mocassins
model,modle
model-making,model_making
modelling,modeling
modern,moden,moderne,morden
modest,modist
modified,modiefied
moisture,mosture
molecular,molcular,moleclar
molecule,moleul
molecules,moleculs
moment,moent
momentous,momentus
monasteries,monestaries
monastery,monestary
Monday,Munday
monday,mond
monetary,monestary
money,moeny
monitor,moniter,montor
monitoring,monitering
monitors,moneters,moniters
monitresses,monitrouses
monkey,minkay,monkay
monkey-puzzle,monkey_puzzle
monolithic,monolite
monopoly,monapaloy
monotonous,monotinous,monotonouse
month,moth,munth,munthy
months,monthes,moths,mouths,muney,muns
mood,mode,mude
moon,mon,n
moonlight,monlight
moral,morall,morrow
morning,monig,moring,mornig,morring,
mornings,morings,morning's
morsel,morcel,morsal
mortal,mortle
mortgage,morgage
mortgaged,mortgauged
mosaic,mosaik
most_famous,famoust
most_likely,mostlikely
mostly,mostley
mother,moter
mothers,mouthers
motion,moshen
motivated,motiviated
motor,moter
motorway,motor_way
mountain,mountian
mountainous,maentar,maintain,maintaines,mant,mautaines
mountains,mowtins
mouser,mousr
moustache,mostache,moustasch
mouth,moth
move,omve
moved,maved,movd,move
movement,movment
movie,movei
moving,oving
Mr,Mis,Mrs
Mrs,Miss,Mixss,Mr's,Mrss,
much,mach,march,mush,must,
mucked,muked
mucous,mucuous
mud,bath,hartel,mad,made,maed
muddy,mudy
multiplication,multiplacation,mutliplucation
municipalities,muncipalities
municipality,muncipality
murder,muder
murdered,murderd
murdering,mudering
murmur,murmer
murmurs,murmers
muscles,muscels
museum,measem,measure,meausem,mesem,meums
museums,mieums
music,muic,muice
musician,musican
Muslim,Mohammedan,Muhammadan
Muslims,Mohammedans
muslin,musslin,muzlin
mussels,muscels
must,mas,mast,mats,most,mote
mutilate,mutalate
mutual,full'd,meatual,meautalle,meutral,moutle
my_way,may
myriad,myraid
mysterious,misterious,misteryous,mysterous
mysteriously,misteriously
mystery,mistery
mythical,mithical
nadir,nadar
nagging,naging
nail,nale
naive,nieve
name,mane,nam,named,noun,
named,namd,name
namely,mainly,namly
names,manes,name,nams,neams,
nap,map
naphtha,naphta,naptha
narrative,narative
narrow,narno,norrow
nasty,narsty
nasty-tempered,nasty_tempered
nationally,nationaly
natural,naturual
naturally,naturaly,naturely,naturually
nature,m,nacher,natior,nuture,
naughty,nartie,naught,nauty,nortey,norty
navigating,navagating
navy,navey
Nazareth,Nazereth
near,ner
nearest,nearst,nerest
nearly,neally,nealy,nearlly,nerley,nery
neat,net
necessarily,neccesarily,neccessarily,necesarily,nessasarily,
necessary,neccesary,neccessary,necesary
necessitates,nessisitates
necessity,neccesity,neccessity,nessesity
neck,kneck,knect,mack,nack,nact
necklaces,necklesses
need,ened
need_not,neednot
needed,mided,neaded,nedded,need,
needle,neddle,nedle
needlework,neddlework,needle_work,needleen_work,needlwork,
needs,neads
negatively,negitively
neglect,neclect,neglet
negligent,neglegant
negligible,neglible,negligable
negotiate,negociate
negotiation,negociation,negotation
negotiations,Negoseations,agociate,agoshion,degosiations,degotitions
negro,negrow
neighbor,neigbour
neighboring,neigbouring
neighbors,neigbours
neighbour,neigbour
neighbourhood,naborhood,neiborhood
neighbouring,neigbouring
neighbours,neigbours
neither,neather,niether
nephew,nefue
nerve,her,nearve,nurve
nerves,neaves,nervs,nurves
nervous,nerveous,nerves,nervious,nervis,
nest,nast
nest-boxes,nest_boxes
netball,nut_ball
nettles,nettes
networks,netowrks
neutral,nutral
Nevada,nevade
never,mever,naver,neaver,nef,neiver
nevertheless,neverless,neverthless
new,knew,mew,naw,neu,noor
New_Yorker,Newyorker
newcomer,newcommer
Newfoundland,Foundland
newspaper,newpaper,news_paper,newspapper
next,enxt
niagara,niagra
nice,neice
nice-looking,nice_looking
nicely,micely,nicerly,nicly
nickel,nickle
nickelodeon,nickleodeon
nickname,nick-name
nicknamed,nick-named
niece,neice
niggardly,nigardly
night,nagth,nichgt,niet,nigth,nint
nightclub,night_club
nine,nin
nineteen,ninteen
nineteenth,ninteenth
ninetieth,nintieth
ninety,ninty
ninetyninth,nintynineth
ninth,nineth
no-one,know_one,knowone,now_one
no_one,noone
nobbled,knobled
noble,nobel
nobody,nobudy
nocturnal,nocternal
noise,nose
noisy,moisey,moths,nars,nice,niose
none,non
nonexistent,non-existant
nonprofessional,nonproffessional
nonsense,nonsence,nonsene,nonsens
noon,non
normal,normall,normel
normally,normaly
north,noth
northeastern,northereastern
northern,northen,nothern
nose,nocth
not_in,notin
notable,noteable
notably,noteably
note,onot
notebook,note_book
notebooks,note_books
noted,notted
notes,nots
nothing,mutenk,noting
notice,notes,notest,notic
noticeable,noticable,noticible
noticeably,noticably
noticed,notest
noticing,noticeing
notify,notife
notoriety,noteriety
notwithstanding,nothwithstanding
noughts,nought
nourish,norish
nourishing,norishing
nouveau,noveau
novelists,novellists
nowadays,now_days,nowd,nowdays
nowhere,no_where
nuclear,nucular,nuculear
nuisance,nuisanse,nusance
nuisances,nusuces
number,nober,nomber,nuber,numbe,numbeer
numbers,nubers,numbuers
numerous,numorous
Nuremberg,Nuremburg
nurse,nuse
nursery,nusey
nut,not
nutrient,nutritent
nutrients,nutritents
nuzzled,nozled
o'clock,clock,o-clock,oclock
oak,oke
oats,ots,outs
obbligato,obliggato
obdurate,obdirate
obedience,obediance
obedient,obediant
obey,obay
obfuscate,obsfuscate
object,objet
objection,abjection
objects,objectsion
obligation,oblegation
oblige,oblidge
obliged,oblidged
observation,observeation
observe,obi,obsirve
obsolescence,obselescence
obsolete,obselete
obstacle,obstacal
obtain,obai,optain,uptain
obtained,obtain
obtaining,optaning
obvious,ab,obvios,obviousl
obviously,obviosly
occasion,ocasion,ocassion,occassion
occasional,ocasional,ocassional,occassional
occasionally,ocasionally,ocasionaly,ocassionally,occassionally,occassionaly
occasioned,ocasioned,ocassioned,occassioned
occasions,ocasions,ocassions,occassions
occupied,occuppied
occupy,occupie,ocupy
occur,occurr,ocurr
occurred,occured,ocurred
occurrence,occurance,occurence,occurrance,ocurrance,ocurrence
occurrences,occurances,occurences,occurrances
occurring,occuring
ocean,ocen,ochen
octahedral,octohedral
octahedron,octohedron
October,Octber
octogenarian,octagenarian
octopus,octapus
odd,ard
odour,oder
odyssey,oddysey
of_course,core,corse,of,ofcourse,
off-centre,off_center
offence,affence,offense
offences,offenses
offer,ofer
offered,offerd,offerred
offering,offoring
office,ofice
officer,oficer
officers,offercers
offices,offercis
official,offical
officially,offically,officaly,officialy
often,hophten,houten,odern,ofan,ofden
ogling,oging
oh,o
oil,oill,oll
okay,okaye
old,olf
old-fashioned,old_fashend,old_fashion,oldfashioned
older,oldr
ominous,omenous
omission,omision,ommision
omissions,ommissions
omit,omite
omitted,omited,ommited,ommitted
omitting,omiting,ommiting,ommitting
omnivorous,omniverous
omnivorously,omniverously
on_to,onto
one,noone
one_day,oneday
onerous,onirous
ones,one,one's
oneself,ones_self
onion,onin
onto,on_too
open,opean,opin,opne,opp,
opened,aped,apen,append,goned,good
opera,opra
operate,opperate
operating,opperating
operation,opperation
operations,operatins
operator,abarater,aponent,hoperate,oberatur,onbperater
operators,operaters,oprators
ophthalmic,opthalmic
ophthalmologist,opthalmologist,opthamologist
ophthalmology,opthalmology
opinion,oppinion
opossum,opposim
opponent,oponent
opponents,oppenerts
opportunities,apertunities,aportunates,apportunities,appronites,arpertunities
opportunity,oportunity
oppose,appose,opose
opposed,apposed
opposite,oposite
opposition,oposition
oppression,opression
oppressive,opressive
oppressor,oppresser
optician,opticion,optitian,optition
optimism,optomism
orally,erally
orange,orang,ornge
oratorio,orotario
orbiting,orbitting
orchard,orched,orcherd
orchestra,acistra,acristra,afoege,akustra,allcrester
order,od,oder,oredr,orter,
ordered,orderd
orders,oders
ordinarily,alnalley,ardananly,ardinally-,ardinarily,ardiorally
ordinary,ordenary,ordinery
organ,orgin
organism,organim
organisms,ar,organism
organization,oragnisation,oranisation,organazation,orginization,
organizations,og,organisatios
organize,organise,organiz
organized,oranised,orginized
orgies,orgi's
orient,orientate
orientated,orentated
origin,orgin
original,orginal,origional
originally,originaly,originnally,orignally
Orignal,orginal
orphan,ophan
oscilloscope,oscilascope
others,other,outhers
otherwise,other_wise
ought,out
outdoor,out-door
outfit,outfet,outfite
outings,out,outtings
outlawed,oulawed
output,oputput,ouput
outside,out-side,out_sed,out_side,outsid,
outskirts,outscirts
over-protecting,over_protecting
overall,overal
overcoat,overcot,overcote
overcoming,overcomming
overcrowded,overcrowed
overfill,overfil
overhead,overhaed
overshadowed,overshaddowed
overwhelming,overwelming
owing,oweing
owl,olw,oul
owned,oned
owner,oner,onwer
owns,ownes
oxygen,oxigen
oxymoron,oximoron
oyster,oister,oster
pack,pake
package,packege,pakage
packing,paking
page,pag
pages,pagis
paid,paide,payed
pail,pale
pain,paine,pane
painful,painfull,pianful
painstaking,paintaking
paint,pant
painted,panted
painting,paitting,panting,piating
pair,pear
palace,palce
Palestinian,Palistian,Palistinian
palm,parm
pamphlet,pamplet
pamphlets,Pamphlets,Pamplets,Panftets,Panphelets,apanphlets
pan,pen
pantomime,pantomine
pantry,pantree,pantrey
papa,papy
paper,papr
paper_boats,paperboats
papier-mache,paper_masche,paper_masha,paper_mashe,paper_mashy,papier_mashay
parade,prade
paraffin,parrafin
paragraph,paragraf,paragraphs
parakeets,parrakeets
parallel,paralel,paralell,parralel,parrallel,parrallell
paralysed,paralised
paralysis,parallysis
parameter,parametic
parameters,paramers,paranets
paraphernalia,paraphenalia
parasitic,saresitic
parcel,parsel
pardon,parden
parent,pairent,pearent,perent
parenthesis,paranthesis
parents,parantc,parants,parent,parrents,perants
parish,poshurst
park,parck
parliament,parliment
parliamentarian,paliamentarian
parlour,palor
part,pard
part-time,part_time
partial,pachal,parcal,parcel,parchable,parchel
partial_eclipse,part-eclipse
partially,partialy,partically
participle,participal
particles,particals
particular,parituclar
particularly,particularily
parties,party's,partys
partition,partician
partitioned,petitioned
partly,partley
partner,partener
partners,parteners
party,parte,partey,partie
pass,pars,pas
pass_card,pasecart
passed,pased
passenger,passanger
passing,pasing
past,parst,passed
paste,past
pastime,pasttime
pastor,paster
pastoral,pastural
pasture,paster,pastur
pat,pate
patch,pacth
patent,patient,pattent
patented,pattented
paternity,paternaty
path,parth,pathe
patience,patients
patient,pancton,panenton,patiant
patients,patiants
patronage,part
pattern,patten
patterns,pattans,pattarns
pause,paws
pavement,pavment
pavilion,pavillion
paw,por,pow
pay,pae
payable,payble,payible
paying,paing
payment,pament
peace,pease,pice
peach,pech
peaches,peches
peanut,penut
pear,pair,pare
peas,pes
peasant,peasent
peculiar,peculure
pedals,pedels
pedantic,pendantic
pedantry,pendantry
peep,peap,pep
pejorative,perjorative
Pekinese,pikaness
pen,pan
penalty,penatly
penance,pennance
pencil,pecil,pencle
pencilled,penciled
pendulum,pendelum
penguins,pengiuns
penicillin,penecillin
peninsula,penninsula,penninsular,pennisula
peninsular,penninsular
penitentiary,penitentary
penny,penney,peny
people,peopel
people's,peols
pepper,peper
per,pere
per_cent,persent
perceive,pecieve,percced,perceave,percede,perceed
perceived,percepted,percieved
perch,pirch
peremptory,preemptory
perfect,perfact
perfectly,perfactly
perforation,preforation
perform,preform
performance,performence
performed,performes
performs,performes
perfume,purfume
perhaps,perhasp,perheaps,perhpas,perphas,
period,perend,pero,peroid
periods,prei
peripatetic,peripathetic
peripheral,periferal
periphery,perifery
perishing,perrishine
perjury,perjery
permanent,permenant
permanently,Perminately,Perminently,fermently,penmenlly,peremenentaly
permissible,permissable
permission,premission
permissive,permmasivie
permit,permet,permite
pernickety,pernicety
perpendicular,perpindicular
perpetual,perpectual,prepetual
perseverance,perserverance,perseverence
persevered,perservered
persistence,persistance
persistent,persistant
person,percon,persen,porson
personal,personel
personality,personalert,personalty
personally,persnaly
personalty,personality
personnel,personel,personell,personnell
persons,person
perspiration,persperation
persuade,pursuade
persuaded,pursuaded
persuades,pursuades
persuading,pususading
persuasion,persausion
pertaining,pertaning
perturbation,pertubation
perturbations,pertubations
pervaded,prevaded
pet,pat
petition,petetion
pharaohs,pharoahs
phase,face,facer,faces,fades,fadies
phenomena,phenonmena
phenomenal,phenomenonal,phenomenonly
phenomenally,phenomenonly
phenomenon,phenomonenon
pheromone,feromone
phial,fiel
phials,fiels
Philip's,perllips
Philippine,Phillipine
Philippines,Philipines,Phillipines,Phillippines
philippines,phillipines
philology,phlology
philosopher,philisopher
philosophical,philisophical
philosophy,philisophy
phone,fone
phoned,phone
phonetic,fonetic
phonograph,phongraph
photograph,photagraph
photography,photograph
phrase,fraze
physical,phisical
physician,Phician,Physican,Physician,efficition,fanction
piano,paino,pinao
picked,pick,pict,piked
pickerel,pickeral
picking,piking
pickle,pickel
picnic,picknick,pinic
picnicking,picnicing
picture,picher,pitcher
pictures,pichires,pichors,picturs
picturesque,picaresque
pie,piy
piece,peice
pieces,peices,piece
pierce,peirce
piercing,piecing
pig,pag
pigeon,pigen,pigin
piggyback,pigy-back,tigyback
pile,pill
pilgrimage,pilgrimmage
pilgrimages,pilgrimmages
pillow,pilow
pilot,palit,palte,perlet,pilate,pilet
pilot's,pailots,pales,palet,palit,pilates
pinched,picth
pine,pin
pineapple,pinapple,pinnaple
pinnacle,finicale,pengle,penical,penkley,pilticle
pinned,pined
pioneered,pinoneered
pipe,pip,piper
pitch,pich
pitcher,picther,picture
pitied,pityed
pitiful,pitifull,pityful
pittsburgh,pittsburg
pity,pitty
pivoting,pivting
place,palce
placed,plased
places,plases
plagiarism,plaigarism
plain,plan,plane
plaintiff,plantiff
plan,blan,bne,cap,glan,gthteth
plane,plain,plaine
planetarium,planatarian,planeterium
planets,plant
plank,planck
planned,planed
planning,planing
plant,plat
planted,planed,plansted,plarnted,plarted,plated
plaque,placque
plastic,plactic,platic
plasticine,plactine,plastacine,plasticene,plastine,
plastics,plastis
plate,blate,plat
platform,plateform,platforn
play,paly,pay
played,bagt,paly,play,plays,
playground,pang_gound,paygroud,payground,play-ground,play_cround
playgrounds,place_grounds,play-grounds,play_grounds
playing,palving,plaing,plaving,play,play-ing
playing-field,playfeild,playfud,playing_field
playing-fields,playing_fields
plays,playes
playtime,play_time,play_times
playtimes,play_times
playwright,playwrite
playwrights,playwrites
plea,plie
pleasant,plesant
please,pleas
pleased,ple,plesed
pleasing,plasing,pleaseing
pleasure,pla,pleaseure,plesure
plebeian,plebian
pledge,pleage,plege
plenty,pleanty,plentl
plimsolls,plimsoles,plimsols
plough,plowe
plum,plam,plom
plus,pluse
pneumonia,Pheumonia,Phnumonia,Phonia,Pneumonia,ammonia
poacher,pocher
pocket,poket
pockets,bocket,bocs,bokerden,bokets,hoay
poem,peom
poems,peoms
poetry,peotry
pogrom,progrom
pogroms,progroms
point,pont
poison,poisin
poisonous,poisenous
pole,poll
police,pollice
policeman,police_man,policman
policy,pilicy,polisy,polocy
polishers,polishes
polite,polight,polit
politic,politict
political,polictical
politician,polation
politics,polatics,politices
pollinator,polinator
pollute,polute
polluted,poluted
pollutes,polutes
polluting,poluting
pollution,polution
polygamy,poligamy
polypropylene,polypropalene
pomegranate,pomegranite
pond,pand,pod
ponderous,pondorous
pony,pone
pool,pole
poor,por
popular,populer
popularity,popularaty
population,poplation,poputtion
porch,parch,porth
pork,prok
portray,protray
portrayed,protrayed
Portuguese,Portugese
position,positon,possition,postion
positive,positve,possitive
positively,positivly
positron,positon
possess,posess
possessed,posessed
possesses,posesses,posseses
possessing,posessing,possesing
possession,posession,possesion
possessive,possesive
possibilities,posiblities,possablities,possiblities
possibility,possibilty
possible,possable
possibly,possably
post,past
post_office,postoffice
postal,postel
postpone,pospone,postphone
posts,post
pot,pat
potato,poatato,potatoe
potatoes,brtatons,paotoes,pastos,patoes,pattoes
potentially,potentialy
pottery,potery
poultry,poletree,poltry
pound,pond
pounding,ponding
pounds,ponds,pouds,pound
pour,pore
poverty,povety
powder,pouder,power
power,pwoer
powerful,powerfull
practical,practial
practically,practially,practicaly,practicly
practice,practis,practise,pratise
practices,prat
practise,practice
practised,practiced,practise
practising,practacing,practiceing
practitioner,practicioner
practitioners,practicioners
pragmatism,pragmaticism
prairie,prairy
prairies,praires,prares
praise,prais
prayer,prair,pray
prayers,payes,prays,preyers
preach,prech
preacher,preature,precher
preamble,preample
precede,preceed
preceded,preceeded
precedes,preceeds
preceding,preceeding
precious,preshois,presious
precipice,presipice
precision,precion,precios
precursor,precurser
predecessor,precedessor
predictable,predicable
predictions,pe
predominantly,predominently
predominately,prominately
prefabricated,prefabrecated
prefabs,pre-fabs
prefect,prefact
prefects,prefacts,prefect
prefer,brfere,peair,pefer,perer,perfer
preferable,preferrable
preferably,preferrably
preference,preferance
preferred,prefered
preferring,prefering
prefixed,prefixt
prefixes,prefices
pregnancies,pregancies
pregnant,predgment,pregent,pregnent
prehistoric,pre-historic,preastoric
prejudice,Pregidice,credudious,fregidous,perdids,perdious
preliminary,aprimialy,palimanry,pelimamny,pelimanary,pemly
premiere,premeire
premiered,premeired
premium,premeum,premiun
preparation,prepartion
prepare,prepair
prepared,prepaired,prepard,prepeard
preparing,porpering,prepairing
preposterous,proposterous
prerogative,perogative
Presbyterian,presbyterian
presbytery,presberitory
presence,presense
present,preasent,presant,prosent
preserve,preseve
preserved,perserved
presided,prisided
president,presedent
president's,Presidants',President,President's,Presidents,Presidents'
presidential,presidental
press,prass
pressure,presure
prestigious,prestigeous,prestigous
presumably,presumibly
presume,presum
presuming,preuming
presumptuous,presumptous
presupposes,presuposes
pretend,besau,betained,beten,betend,betendid
pretended,brtende,pertend
pretending,be_trending
prettier,prettyer
prettiest,prettest
pretty,preety,pritty,prity
prevalent,prevelant
prevent,pervent
preventive,preventative
previous,previvous
previously,previos,previouly
price,prise
pride,prid,pried
priest,preist
primaeval,primeaval
primaries,primarys
primarily,pimarily
primary,mremrany,pramiey,pramry,prearani,premary
prime_minister,priminister
primitive,primative
primitively,primatively
primitives,primatives
primordial,primordal
principal,pricipal
principle,priciple
principles,Principles,preniple,priciples,primcoples,primicples
print,prent
printed,prented
printing,prenting,priting
prior,briar,briery,choir,choirs,crier
priorities,prioities,priority
priory,piorly
prison,pisond,preson,prision
prisoner,prisner
prisoners,prsioners
private,privite
privilege,privelege,privelige,privilage,priviledge,privledge
privileged,priveleged,priveliged
privileges,priveledges,priveleges,priveliges,priviledges,
prize,prise,prizer
prizes,prises
pro_tem,protem
probabilities,probibilities
probability,probalibity
probable,probabal,probely
probably,probablly,probaly
problem,probelm
problematic,proplematic
problems,problem
procedure,procedger,proceedure
procedures,proceedures
proceed,procede
proceeded,proceded
proceeding,proceding
proceedings,procedings
process,proccess
processing,proccessing
procession,prosession,prossesion
processor,procesor
proclaimed,proclamed
proclaiming,proclaming
proclamation,proclomation
procure,proqure
produce,produse
producing,prodi
product,prodect
production,productions
products,produts
profession,profesion,proffesion
professional,proffesional,proffessinal
professor,profesor,proffesor
proffer,profer
proficiency,proficiensy
profit,profet,proffit
profits,proffits
profusion,profesion
program,progrom
programmable,programable
programmes,programes
programs,progroms
progress,progess,proggress
progresses,progressess
progressing,progreing
progression,progresion
prohibition,prohabition
project,commet,pgett,pojert,poragced,porait
projects,projeccts,projets
prolegomena,prologomena
prolific,profilic
prologue,browlog,parlog,plolog,porlong,prealog
prominence,prominance
prominent,prominant
prominently,prominantly,prominately
promiscuous,promiscous
promise,promis
promised,promest,promist
promontory,promonotory
promote,promot
promotion,permotion,promition
prompt,promt
promptly,promtly
prone,prove
pronominal,pronomial
pronounce,prononce,pronouce,prounce
pronouncements,pronouncments
pronunciation,pronounciation
proof,proff,prove
propaganda,propoganda
propagate,propogate
propagates,propogates
propel,propell
propeller,propellor
propellers,propellors
proper,propper
properly,properally
property,propety,propity
prophecy,prophacy
proportion,propotion
proportionality,proportionallity
proportions,propotions
propose,perpose,proppose
proposition,propostion
propped,poped
proprietary,propietary,proprietory
proselytizing,proseletyzing
prospect,propect
prosperous,prosperes,prosperious
protagonist,protaganist
protagonists,protaganists
protecting,pretecteng
protection,proction,protaction,protecktion
protein,protem
protuberance,protruberance
proud,paret,prowd
prove,proove
proved,prooved
proves,prooves
provide,provid,provied
provided,provded
provision,provission
provisionally,provisionaly
provisions,provisons
proviso,provisoe
pseudonym,pseudonyn
pseudonymous,pseudononymous
psychic,psyhic,pyscic
psychological,psycological
psychologist,pscolgst,psicolagest,psycolagest,sicolagest,
psychology,psycology
public,b,publick,puplic
publicly,publically
published,puplished
Puccini,Pucini
pudding,puding,putting
puff,poff,puf
pull,pall
pulled,pold
pulse,pluse
pump,pomp
pumpkin,pumkin
punishment,punishement,punshment
pupil,pupile,puple
puppy,pupy
purchase,perchase
purchased,perchased
pure,pur
purple,hurple,papal,parll,parple,paule
purpose,perphas
purposely,purposedly
purse,perse,purce
pursue,persue
pursued,presued
pursuer,persuer
pursues,persues
pursuing,persuing
pursuit,persuit
push,puch
pushing,pusing
put,but,pot,pull
puts,pos
putting,puting
puzzle,puzzel
puzzles,puzzle
pyjama,pygama
pyramids,pyar
Pyrenean,Pyrannean
qualified,qualafied
qualities,quaties
quality,quailty
quandary,quandry
quantities,quanties
quantity,quantaty,quantitiy
quarantine,quarantaine
quarrel,quarall
quarrelled,quarelled
quart,quat
quarter,quater
quarters,quators
queen,qeen
queer,quear,quire
queries,quies
question,queston,qustion
questioning,question_ing
questionnaire,quesionnaire,quesionuse,questatiner,questioair,questionaer
questions,qustions
queues,ques
quick,quck,quik,quite
quick-tempered,quick_tempered
quicker,qucker
quickly,quicklyu
quiescent,quiscent
quiet,qtuie,qutie
quietly,quitely,quitly
quilt,cwilt
quit,quite
quite,qtuie,qutie
quiz,quoz
quizzes,quizes
quorum,quorem
quotation,quotion
quote,quot
rabbinical,rabinnical
rabbit,rabit
rabies,rabbies
raccoon,reccona
race,rase
races,rases
racing,racying
rack,rake,wrack
radiant,radient
radiator,radiater
radical,rap
radically,radiaclly
radio,raido
radish,raddish
radius,radious
rail,rale
railroad,railrode
railway,rallyway,ralway
rain,ran,rane
raincoat,ancot,cot,rain_caot,rain_coch,rain_cockt
raincoats,rain_coats
rained,raind,rand
raining,rainning,raning
rainy,rainey
raise,raize,rase
raised,rased
raising,rasing
rake,rack
rampantly,ramplily
ran,run
rang,raing,ring
rank,wrank
ranked,rankd
rapid,raped
rapidly,rapedly
rarefied,rarified
rarely,rareley,rarly,reerely,rerely,
rat,ret
rate,rait
rather,rarther,rarver,raver
ratify,radify
rating,grading,grating,racking,radicing,raiding
rattle,ratle
raw,rore,row
reach,rech,rich
reached,reach,reched
reaching,reching
reactions,reactioons,reactioos
read,raed,red,reed,rend,
reader,reder
readily,readly,redily
reading,reding,rienind
readjusted,reajusted
ready,reader,rede,redy
ready-made,ready_made
real,rela
realised,relized
realistic,realistice
reality,reail,rel
realize,relize,rilise
realized,relized
really,erally,raelly,realy,realyl,relaly
reason,reson
reasonable,res,resnable,resonable
reasonably,reasinably,reasonable
reasons,ree,res,resons
rebel,rebell
rebuttal,rebutal
rec,rect,wreck
recall,reacll
receded,receeded
receding,receeding
receipt,reciept
receipts,recceats,receevite,receiepts,receipes,receipt
receive,recieve
received,recieved
receiver,reciever
receivers,recievers
receives,recieves
receiving,recieving
recent,resent
recently,raly,rceley,reacently,reaenly,reansonly
receptacle,receptacel
reception,reseption
recess,reces,reses
recession,recetion
recipe,resipe
recipes,recipies
recipient,recepient,recipiant
recipients,recepients,recipiants
reciprocal,reciprocel
recite,resite
reckon,brecken,reacon,reakon,recand,recard
reclamation,reclaimation
recognition,Recognition,recanistion,reccenient,reccodin,reccoenition
recognize,recogize
recollect,reccollect,recolect
recollection,recolection
recollections,reclections,recolections
recommend,reccomend,reccommend,recomend
recommendation,reccomendation,reccommendation,reccommengation,reccomondation,recconmendation
recommendations,Recommdations,Recommendations,reamdizens,recamendations,reccomadations
recommended,reccomended,reccommended,recomended
recommending,reccomending,reccommending,recomending
recommends,recomends
recompense,recompence
reconciliation,reconcilation
reconnaissance,reconaissance,reconnaissence
reconnect,reconnet
record,recrod
records,rocords
recover,recuver
recovery,recofey
recreation,reccreation,recriation
recreational,recrational
rectangle,rectangeles
recur,reoccur
recurring,reccuring
red,rad
redecoration,redecoraton
redesign,redign
reduce,reduse
redundant,redundent
